Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Thriller,War,Western,Combined
The Housewife and the Hustler,ABC News goes inside the real-life legal drama facing The Real Housewives of Beverly Hills cast member Erika Jayne and husband Tom Girardi.,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,abc news go inside real life legal drama face real housewives beverly hill cast member erika jayne husband tom girardi nan
A Thunder of Drums,The trials and tribulations of bitter veteran Captain Maddocks and argumentative rookie Lieutenant McQuade at a cavalry desert outpost.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,trials tribulations bitter veteran captain maddocks argumentative rookie lieutenant mcquade cavalry desert outpost apache territory apache indian arizona territory arizona desert new mexico territory
Back Street,"In Lincoln, the ambitious aspirant-designer Rae Smith has an incident with a wolf department store businessman and is rescued by the Marine Paul Saxon. They immediately fall in love with each other and spend the night together. On...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lincoln ambitious aspirant designer rae smith incident wolf department store businessman rescue marine paul saxon immediately fall love spend night together lincoln nebraska fashion designer department store fashion industry extramarital affair
The Explosive Generation,High school teacher gets in trouble when he tries to teach a class in sex education.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,high school teacher get trouble try teach class sex education psychotronic film student sex teacher high school
Bridge to the Sun,"Based on a true story, this compelling drama relates the difficulties of a young woman married to a Japanese diplomat during World War II, victim of suspicion and animosity from her husband&apos;s government.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,base true story compel drama relate difficulties young woman marry japanese diplomat world war ii victim suspicion animosity husband government wife leave husband japanese diplomat american flag want man
What a Whopper,A writer attempts to raise some cash by writing a book about the Loch Ness Monster. No publisher will take it because they all think there isn&apos;t really a monster. The writer and some of his friends make a fake monster and take pho...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writer attempt raise cash write book loch ness monster publisher take think really monster writer friends make fake monster take pho loch ness monster loch ness independent film
The Devil at 4 O&apos;Clock,"A crusty, eccentric priest recruits three reluctant convicts to help him rescue a children&apos;s leper colony from a Pacific island menaced by a smoldering volcano.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,crusty eccentric priest recruit reluctant convict help rescue children leper colony pacific island menace smolder volcano island convict volcano leper colony evacuation
Dersu Uzala,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,russian army send explorer expedition snowy siberian wilderness make friends season local hunter explorer forest wilderness wilderness survival siberia russia
Il Posto,Italian nurses in search of a steady job.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,italian nurse search steady job nan
The End of a British Summer,A young couple go on a camping trip in an attempt to fix their failing relationship.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,young couple go camp trip attempt fix fail relationship nan
Susans längtan,"Susan is longing for her boyfriend Anders who is away on business. Isolated in the flat they recently moved into, she has got the feeling that someone is visiting the apartment during night-time, and she has nightmares about livin...",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,susan long boyfriend anders away business isolate flat recently move get feel someone visit apartment night time nightmares livin mental illness love independent film
Too Late Blues,"Ghost is an ideological musician who would rather play his blues in the park to the birds than compromise himself. However, when he meets and falls in love with beautiful singer Jess Polanski, she comes between him and his band me...",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ghost ideological musician would rather play blue park bird compromise meet fall love beautiful singer jess polanski come band child cry billiards billiard hall billiard table
Ercole al centro della Terra,Hercules must journey into Hades itself to retrieve the magic stone that will free his love from the powers of darkness.,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,hercules must journey hades retrieve magic stone free love power darkness muscleman beefcake bare chested male bondage sword sandal greece
Blue Hawaii,"After arriving back in Hawaii from the Army, Chad Gates (Elvis Presley) defies his parents&apos; wishes for him to work at the family business and instead goes to work as a tour guide at his girlfriend&apos;s agency.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,arrive back hawaii army chad gate elvis presley defy parent wish work family business instead go work tour guide girlfriend agency hawaii beach guitarist surf word title
Valley of the Dragons,"In 1881, in Algeria, Michael Denning and Hector Servadac are fighting a duel when a comet brushing Earth takes the two men to the Moon where they discover a prehistoric civilization.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,algeria michael denning hector servadac fight duel comet brush earth take men moon discover prehistoric civilization psychotronic film algeria year duel pistol lightning
De uskyldige,"During the bright Nordic summer, a group of children reveal their dark and mysterious powers when the adults aren&apos;t looking. In this original and gripping supernatural thriller, playtime takes a dangerous turn.",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,bright nordic summer group children reveal dark mysterious power adults look original grip supernatural thriller playtime take dangerous turn actual animal kill cruelty kill cat power blonde girl
The Errand Boy,"An errand boy needs to pay back the mob, in more ways than one.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,errand boy need pay back mob ways nan
Tintin et le mystère de la Toison d&apos;Or,Tintin and Captain Haddock try to discover what is so desirable about their old and apparently worthless ship.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tintin captain haddock try discover desirable old apparently worthless ship treasure hunt treasure boat base comic book golden fleece
Paris nous appartient,"Anne Goupil is a literature student in Paris in 1957. Her elder brother, Pierre, takes her to a friend&apos;s party where the guests include Philip Kaufman, an expatriate American escaping McCarthyism, and Gerard Lenz, a theatre direct...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,anne goupil literature student paris elder brother pierre take friend party guests include philip kaufman expatriate american escape mccarthyism gerard lenz theatre direct man slap woman telephone call male male relationship male female relationship female female relationship
Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,american court occupy germany try nazis judge war crimes war crimes trial nuremberg trials ally occupation germany war crimes court nuremberg germany
The Outsider,"The plot revolves around British military contractor Lex Walker, who is told his daughter has died. When he arrives in Los Angeles and discovers the body is not hers, he begins an investigation.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,plot revolve around british military contractor lex walker tell daughter die arrive los angeles discover body begin investigation scene crime afghanistan war veteran iraq war veteran low budget military contractor
Kogda derevya byli bolshimi,"The story of a man who routinely dodges all responsibility, bemoans fate, spends his days boozing, and refuses to work. The act of playing long-lost father to a pretty teenager spurs him to turn over a new leaf.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,story man routinely dodge responsibility bemoan fate spend days booze refuse work act play long lose father pretty teenager spur turn new leaf teenager russia plant title
Divorce Iranian Style,A documentary about real divorce cases in Iran&apos;s tribunals.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,documentary real divorce case iran tribunals runaway teenage girl runaway girl runaway girls divorce f rat
Mysterious Island,"March 1865. A group of Union soldiers escape from Confederate hands in a balloon, accompanied by their former Confederate captor. The balloon crashes on a sinister island where they encounter all manner of oddities and dangers.",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,march group union soldier escape confederate hand balloon accompany former confederate captor balloon crash sinister island encounter manner oddities dangers psychotronic film
Sail a Crooked Ship,An odd assortment of criminals steals a mothballed Liberty vessel to use it as a getaway after a planned bank robbery in Boston.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,odd assortment criminals steal mothball liberty vessel use getaway plan bank robbery boston criminal abduction burglar bank robbery boston massachusetts
A Majority of One,"A gentle love story about a Japanese businessman and widower, and a Brooklyn widow. But before a happy ending can ensue, they must learn again the lessons of tolerance, kindness, and forgiveness.",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gentle love story japanese businessman widower brooklyn widow happy end ensue must learn lessons tolerance kindness forgiveness widower japanese caucasian actor play asian character brooklyn new york city base play
Ant-Man and the Wasp: Quantumania,"Scott Lang and Hope Van Dyne, along with Hank Pym and Janet Van Dyne, explore the Quantum Realm, where they interact with strange creatures and embark on an adventure that goes beyond the limits of what they thought was possible.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scott lang hope van dyne along hank pym janet van dyne explore quantum realm interact strange creatures embark adventure go beyond limit think possible marvel cinematic universe superhero marvel shrink ant
Ogniomistrz Kalen,"Set in the closing days of World War II, film recounts the adventures of a Polish soldier caught in the turmoil among the Polish Communist army, anti-communist underground and Ukrainian fascists.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,set close days world war ii film recount adventure polish soldier catch turmoil polish communist army anti communist underground ukrainian fascists f rat base novel character name title
Bootleggers,"Details the lives of two feuding families of bootleggers, the Pruitts and the Woodalls, in rural 1920s and 1930s Arkansas.",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,detail live feud families bootleggers pruitts woodalls rural arkansas hixploitation policeman brother murder skinny dip imply female nudity
Ahdat sanawovach el-djamr,The beginings of the Algerian Revolution as seen through the eyes of a peasant.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,begin algerian revolution see eye peasant struggle independence algeria algerian resistance muslim
Dondi,"Six American GIs stationed in Italy befriend an orphaned boy, but the soldiers remain unaware that the lad has stowed away with them when they return to the U.S.",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,american gi station italy befriend orphan boy soldier remain unaware lad stow away return u character name title cigar reference santa claus character say merry christmas sleep child
A Morte Comanda o Cangaço,"A man&apos;s farm is attacked and his mother gets killed. Looking for revenge, he goes about chasing the men who killed her.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,man farm attack mother get kill look revenge go chase men kill farm
Portrait of a Mobster,"This movie portrays the rise and fall of 1920s gangster Dutch Schultz. While building his own mob ring, he romances Iris, the daughter of a man he killed. When Iris marries a cop, Schultz makes sure the cop goes bad and takes kick...",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,movie portray rise fall gangster dutch schultz build mob ring romance iris daughter man kill iris marry cop schultz make sure cop go bad take kick true crime gangster evil man bronx new york city
The Roman Springs on Mrs. Stone,"This spoof of A primavera em Roma de Mrs. Stone (1961) centers on all of the female characters being portrayed by drag queens in indomitable i.e. very broad drag queen style, and that the film is presented largely as a silent movi...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,spoof primavera em roma de mrs stone center female character portray drag queen indomitable e broad drag queen style film present largely silent movi nan
Ningen no jôken,"His ideals challenged by life as a conscript in war-time Japan&apos;s military, a pacifist faces ever greater tests in his fight for survival.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,ideals challenge life conscript war time japan military pacifist face ever greater test fight survival timeframe japanese soviet russian prisoner war
Piesen o sivom holubovi,During the WW2 a group of Slovak children goes a trip on the mountains with their teacher.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ww group slovak children go trip mountains teacher children slovak national uprise partisan guardist hlinka guard
Anatomy of a Love Seen,"Two young actresses fall in love with each other while filming a lesbian love scene, then break up months later, and then are forced to reunite in order to re-shoot the love scene for the movie&apos;s distribution.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,young actresses fall love film lesbian love scene break months later force reunite order shoot love scene movie distribution female rear nudity female full frontal nudity female frontal nudity lesbian f rat
Un taxi pour Tobrouk,"During World War II, French Commandos join forces with a German officer in order to survive the African desert.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,world war ii french commandos join force german officer order survive african desert military uniform military vehicle road movie tobruk drive car
A byahme mladi,The film takes us back to the days of Bulgarian Resistance during Second World War. Beautiful love between two young people burns out against the background of the Nazi reality.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,film take us back days bulgarian resistance second world war beautiful love young people burn background nazi reality girl underground group photographer negative footage propaganda
Wife Number Two,"Bored by her country life and misunderstood by her parents, Emma Rolfe marries Dr. Charles Bovar, an older man whose dedication to his medical practice results in wifely neglect. To alleviate her growing loneliness, Emma enjoys th...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bore country life misunderstand parent emma rolfe marry dr charles bovar older man whose dedication medical practice result wifely neglect alleviate grow loneliness emma enjoy th desertion suicide reputation marriage
Goofy and Wilbur,"Goofy is going fishing with his best friend, Wilbur, a grasshopper.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,goofy go fish best friend wilbur grasshopper animal character name title goofy dog character wilbur grasshopper character word title
Les fugitifs,"Jean is taken hostage at a bank by a foolish bank robber. As Jean left prison an hour earlier, the police assume he&apos;s the robber. Everything goes comically wrong. The robber&apos;s little daughter joins the fugitives.",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jean take hostage bank foolish bank robber jean leave prison hour earlier police assume robber everything go comically wrong robber little daughter join fugitives france police detective heist go wrong gunshot wind farce
Going My Way,"When Liz, a devoted wife, mother, and grandmother, receives devastating news about her health, she decides to live the remainder of her life on her own terms - possibly foregoing the wishes of her family.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,liz devote wife mother grandmother receive devastate news health decide live remainder life term possibly forego wish family nan
The Thief of Bagdad,"After being tricked and cast out of Bagdad by the evil Jaffar, King Ahmad joins forces with a thief named Abu to reclaim his throne, the city, and the Princess he loves.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,trick cast bagdad evil jaffar king ahmad join force thief name abu reclaim throne city princess love arabian nights hijab genie giant spider giant spiderweb
Sailing Along,"A young orphan woman and a young man were brought up together. She is a &apos;genius&apos; dancer and he is a &apos;genius&apos; stockbroker. They both realise their potential. After, they realise they are in love and decide to return to the sailing ...",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,young orphan woman young man bring together genius dancer genius stockbroker realise potential realise love decide return sail thames barge ego london england tower bridge london
"Blood, Sand and Gold","When an archaeologist discovers Sir Francis Drake&apos;s lost treasure in the Sahara Desert, it is promptly stolen and she sets off on a global quest to steal it back.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archaeologist discover sir francis drake lose treasure sahara desert promptly steal set global quest steal back treasure female nudity female rear nudity
The Girl of the Golden West,Road agent Ramerrez hides out in his girlfriend&apos;s store where the Sheriff knows him to be. The Sheriff plays The Girl a game of cards to decide Ramerrez&apos;s future. She wins. She later saves him from a hanging. She rides off with him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,road agent ramerrez hide girlfriend store sheriff know sheriff play girl game card decide ramerrez future win later save hang rid opera base play
It&apos;s in the Air,A case of mistaken identity leads to accident-prone George Brown (George Formby) entering the Royal Air Force and falling in love with the Sergeant Major&apos;s daughter.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,case mistake identity lead accident prone george brown george formby enter royal air force fall love sergeant major daughter slapstick comedy word title apostrophe title actor share first name character
Long Night in a Dead City,"On New Year&apos;s Eve, 19 year old Daniel Belmont awakens beaten and bruised on an empty street in a nameless city. As he travels from one strange place to another searching for his lost brother, he encounters a series of bizarre, pre...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,new year eve year old daniel belmont awaken beat bruise empty street nameless city travel strange place another search lose brother encounter series bizarre pre male frontal nudity male nudity male rear nudity female frontal nudity female nudity
"Last Fast Ride: The Life, Love and Death of a Punk Goddess","A documentary film about the infamous bay-area punk rock performer Marian Anderson. Marian died all too young, and this is her story.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,documentary film infamous bay area punk rock performer marian anderson marian die young story dominatrix f rat
Ruggles of Red Gap,An English valet brought to the American west assimilates into the American way of life.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,english valet bring american west assimilate american way life valet dog base play
This Is Heaven,"This Is Heaven (1929) is an American Pre-Code film, produced by Samuel Goldwyn, released through United Artists, and directed by Alfred Santell.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,heaven american pre code film produce samuel goldwyn release unite artists direct alfred santell new york city ellis island new york city childs restaurant new york city
Broadway Melody of 1938,"Steve Raleigh wants to produce a show on Broadway. He finds a backer, Herman Whipple and a leading lady, Sally Lee, however his wife Caroline Whipple forces Steve to use a known star, not a newcomer. Sally purchases a horse she us...",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,steve raleigh want produce show broadway find backer herman whipple lead lady sally lee wife caroline whipple force steve use know star newcomer sally purchase horse us horse auction racehorse horse race man woman romance train boxcar
Anchors Aweigh,Robots are the turn-on of the century.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,robots turn century nan
A Night at the Opera,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sly business manager wacky friends opera singers italy help achieve success america humiliate stuffy snobbish enemies marx brothers harp ship cabin bare chested male national film registry
Supernatural,"Two brothers follow their father&apos;s footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,brothers follow father footsteps hunters fight evil supernatural many kinds include monsters demons gods roam earth brotherly love murder ghost demon hunter vampire
The Vanishing Dagger,"John Grant, an American, is visiting in England with the family of Sir George Latimer, in a fine house near London. Prince Narr, of the royal house of Numidia, is also a guest with his retainers. Prince Narr is possessed of a stro...",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john grant american visit england family sir george latimer fine house near london prince narr royal house numidia guest retainers prince narr possess stro serial
Rio Rita,"Doc and Wishey run into some Nazi-agents, who want to smuggle bombs into the USA from a Mexican border hotel.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,doc wishey run nazi agents want smuggle bomb usa mexican border hotel slapstick comedy female sexual predator romantic rivalry dirty laundry damsel distress
Hit the Deck,"An erotic transaction between a lonely housewife and an Italian deck builder, who may have more than a deck to install before he gets the job done.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,erotic transaction lonely housewife italian deck builder deck install get job nan
The Wrath of Grapes,"A special investigator, brilliant in her own mind, finally meets her match on an unsolvable case.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,special investigator brilliant mind finally meet match unsolvable case nan
The Life of Emile Zola,The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfus Affair.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,biopic famous french muckrake writer involvement fight injustice dreyfus affair writer trial dreyfus affair wrongful conviction false accusation
The Greatest Show on Earth,A puppeteer struggling to resist authority creates a puppet in the image of the President for his greatest puppet show performance in history. The puppeteer serves as society slowly giving up their freedoms allowing the government...,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,puppeteer struggle resist authority create puppet image president greatest puppet show performance history puppeteer serve society slowly give freedoms allow government nan
House on Haunted Hill,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,amusement park mogul offer group diverse people spend night haunt house horrify past haunt hospital character kill haunt house strap bed breast
The Glenn Miller Story,Biography of bandleader Glenn Miller from his beginnings to his death over the English Channel in December 1944.,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,biography bandleader glenn miller beginnings death english channel december year u air force swing band
Fatty and Mabel at the San Diego Exposition,"Fatty and Mabel, a married couple, visit the San Diego Exposition. After watching the parade, they rent a motorized cart. While Mabel makes a quick shopping foray, Fatty can&apos;t keep from flirting with, then chasing after, a petite ...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fatty mabel marry couple visit san diego exposition watch parade rent motorize cart mabel make quick shop foray fatty keep flirt chase petite slapstick comedy san diego california comedienne comedy duo parade
Down on the Farm,"When a bale of hay goes missing on the farm, only one animal can solve this mystery: OINK, the FLYING PIG!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bale hay go miss farm animal solve mystery oink fly pig animal
A Small Town Idol,"In Sleepytown, cross-eyed Sam Smith and Mary Brown are about to get married. But the scoundrel, Jim Jones, wants Mary for himself. Jim uses a publicity still that Sam sent away for against him to show Sam the cad in the eyes of Ma...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sleepytown cross eye sam smith mary brown get marry scoundrel jim jones want mary jim use publicity still sam send away show sam cad eye slapstick comedy broadway brevity voice narration los angeles california false accusation
The Cameraman,"Francis must reconcile his relationship with his abusive father who suffers from Huntington&apos;s Disease. Francis&apos; younger brother, Ed--the cameraman--records their dysfunctional lives with his Super 8 camera.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,francis must reconcile relationship abusive father suffer huntington disease francis younger brother ed cameraman record dysfunctional live super camera nan
The Last of the Mohicans,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trappers protect daughters british colonel midst french indian war base novel french indian war american history long rifle woman jeopardy
The Invisible Ray,"A scientist discovers a death ray and locks it in a box, giving the key to his daughter, who soon finds herself hunted by criminals looking to steal the deadly mineral.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,scientist discover death ray lock box give key daughter soon find hunt criminals look steal deadly mineral psychotronic film mutant serial
The Personal History of David Copperfield,A modern take on Charles Dickens&apos;s classic tale of a young orphan who is able to triumph over many obstacles.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,modern take charles dickens classic tale young orphan able triumph many obstacles poverty writer period film london england
7 Men from Now,A former sheriff blames himself for his wife&apos;s death during a Wells Fargo robbery and vows to track down and kill the seven men responsible.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,former sheriff blame wife death well fargo robbery vow track kill men responsible arizona desert arizona gun holster gun double gun holster
Gentlemen Prefer Blondes,"Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei&apos;s fiancé, as well as a rich, enamored old man and many other doting admirers.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,showgirls lorelei lee dorothy shaw travel paris pursue private detective hire suspicious father lorelei fiance well rich enamor old man many dot admirers screwball comedy dancer base stage musical song private detective
Passenger 57,An airline security expert must take action when he finds himself trapped on a passenger jet when terrorists seize control of it.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,airline security expert must take action find trap passenger jet terrorists seize control murder innocent person terrorist courage psychopath race time
Cain and Abel,"Sometime&apos;s life isn&apos;t fair. A lesson learned by two, young twin brothers after their father is killed in a brutal homicide and their mother faces the same fate. With no where to go and no-one to turn to, Cain and Abel must do what...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sometime life fair lesson learn young twin brothers father kill brutal homicide mother face fate go turn cain abel must nan
Bedlam,"George is a haunted man. He enters Bedlam Hospital for a guaranteed recovery, but it is a world darker than even his demons could conjure. Once, he fought for sanity, now he fights to survive. Welcome to Bedlam.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,george haunt man enter bedlam hospital guarantee recovery world darker even demons could conjure fight sanity fight survive welcome bedlam white rat civil right forfeit castration shiver injection arm
The Public Enemy,A reimagining of the 1931 film of the same name. Two inner city brothers and their tumultuous struggle against their local drug dealer. The Public Enemy is a menace that the public must solve. By any means neccessary.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,reimagining film name inner city brothers tumultuous struggle local drug dealer public enemy menace public must solve mean neccessary public enemy revenge drama gangster drug violence
Duck Soup,"To flee from a tireless Forest Ranger, the shabby vagrants, Stan and Ollie, find refuge at a colonel&apos;s mansion that is vacant for the weekend. Soon, a couple of newly-weds arrive in hopes of renting the manor. Where is the rightfu...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,flee tireless forest ranger shabby vagrants stan ollie find refuge colonel mansion vacant weekend soon couple newly wed arrive hop rent manor rightfu cigar smoke vagrant big game hunter weekend
Meshes of the Afternoon,"A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-s...",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,woman return home fall asleep vivid dream happen reality repetitive image complete mismatch objective view time space dark inner desire play national film registry flower knife stairs suicide
At Land,"Silently, a woman wakes on a beach as the tides go in reverse. Her dreamscape unfolds as she tries to locate a chess piece traveling from the beach to a party to a country road and then back.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,silently woman wake beach tide go reverse dreamscape unfold try locate chess piece travel beach party country road back pawn dinner party f rat avant garde short chess game
The Four Feathers,A &apos;coward&apos; resigns his commission and poses as an Arab to save his former comrades.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,coward resign commission pose arab save former comrades historical event th century egypt base novel
"Cry, the Beloved Country","A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,south african preacher go search wayward son commit crime big city racial tension apartheid south africa remake
The Dragon Painter,"A wild man and genius becomes a master painter&apos;s disciple, but loses his divine gift when he finds love.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,wild man genius become master painter disciple lose divine gift find love inspiration painter artist japan artist national film registry
The General,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene...",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reject confederate military realize due crucial civilian role engineer must single handedly recapture beloved locomotive seize union spy return ene train confederate army national film registry army spy
Häxan,A girl encounters a mysterious glowing object.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,girl encounter mysterious glow object nan
The Witness for the Defense,"Stella Derrick is tried for the murder of her vicious husband. She is saved, apparently, by the false testimony of Henry Thresk. But Thresk has motives and malevolent plans of his own.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,stella derrick try murder vicious husband save apparently false testimony henry thresk thresk motives malevolent plan murder batter woman self defense blackmail india
Scarlet Pages,Nora Mason becomes entangled in a family mix-up of murder and scandal that threatens to ruin her career and entire future; Unless the mother she does not know can find a way to save her.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nora mason become entangle family mix murder scandal threaten ruin career entire future unless mother know find way save murder scandal lawyer manhattan new york city mother daughter relationship
